ID20160331,雑種・品種,新リスト和名,和名異名,GreenList学名,PPG科番号,PPG科和名,PPG科名,固有,RL2012
332.0,,イエジマチャセンシダ,,Asplenium oligophlebium Baker  var. iezimaense (Tagawa) Tagawa,37.0,チャセンシダ科,Aspleniaceae,固有,EN
333.0,,カミガモシダ,,Asplenium oligophlebium Baker  var. oligophlebium,37.0,チャセンシダ科,Aspleniaceae,固有,
334.0,,トキワトラノオ,,Asplenium pekinense Hance,37.0,チャセンシダ科,Aspleniaceae,,
335.0,,ムニンシダ,,Asplenium polyodon G.Forst.,37.0,チャセンシダ科,Aspleniaceae,,VU
336.0,,ヒノキシダ,,Asplenium prolongatum Hook.,37.0,チャセンシダ科,Aspleniaceae,,
337.0,,オクタマシダ,アオガネシダモドキ,Asplenium pseudowilfordii Tagawa,37.0,チャセンシダ科,Aspleniaceae,固有,VU
338.0,,コウザキシダ,,Asplenium ritoense Hayata,37.0,チャセンシダ科,Aspleniaceae,,
339.0,,クモノスシダ,,Asplenium ruprechtii Sa.Kurata,37.0,チャセンシダ科,Aspleniaceae,,
340.0,,イチョウシダ,,Asplenium ruta-muraria L.,37.0,チャセンシダ科,Aspleniaceae,,NT
341.0,,コタニワタリ,ハガワリコタニワタリ,Asplenium scolopendrium L.,37.0,チャセンシダ科,Aspleniaceae,,
342.0,,ヤエヤマオオタニワタリ,リュウキュウトリノスシダ,Asplenium setoi N.Murak. et Seriz.,37.0,チャセンシダ科,Aspleniaceae,,
343.0,,テンリュウヌリトラノオ,,Asplenium shimurae (H.Itô) Nakaike,37.0,チャセンシダ科,Aspleniaceae,,VU
344.0,,オトメシダ,,Asplenium tenerum G.Forst.,37.0,チャセンシダ科,Aspleniaceae,,VU
345.0,,イワトラノオ,,Asplenium tenuicaule Hayata,37.0,チャセンシダ科,Aspleniaceae,,
346.0,,チャセンシダ,,Asplenium trichomanes L.  subsp. quadrivalens D.E.Mey.,37.0,チャセンシダ科,Aspleniaceae,,
347.0,h,アイチャセンシダ,,Asplenium trichomanes L.  subsp. quadrivalens D.E.Mey. x  A. tripteropus Nakai,37.0,チャセンシダ科,Aspleniaceae,固有,
348.0,,オオバノヒノキシダ,"オオバヒノキシダ, オオバノコウザキシダ",Asplenium trigonopterum Kunze,37.0,チャセンシダ科,Aspleniaceae,,
349.0,,イヌチャセンシダ,,Asplenium tripteropus Nakai,37.0,チャセンシダ科,Aspleniaceae,,
350.0,,イノウエトラノオ,,Asplenium varians Wall. ex Hook. et Grev.,37.0,チャセンシダ科,Aspleniaceae,,
351.0,,アオチャセンシダ,,Asplenium viride Huds.,37.0,チャセンシダ科,Aspleniaceae,,
352.0,,アオガネシダ,オオアオガネシダ,Asplenium wilfordii Mett. ex Kuhn,37.0,チャセンシダ科,Aspleniaceae,,
353.0,h,ヒュウガトラノオ,,Asplenium wilfordii Mett. ex Kuhn x A. yoshinagae Makino,37.0,チャセンシダ科,Aspleniaceae,固有,
354.0,,クルマシダ,ハゴロモクルマシダ,Asplenium wrightii D.C.Eaton ex Hook.,37.0,チャセンシダ科,Aspleniaceae,,
355.0,h,クモイワトラノオ,,Asplenium x akaishiense K.Otsuka,37.0,チャセンシダ科,Aspleniaceae,,
356.0,h,アイヒメイワトラノオ,,Asplenium x capillicaule Fraser-Jenk.,37.0,チャセンシダ科,Aspleniaceae,,
357.0,h,ミサクボシダ,,Asplenium x iidanum (Sa.Kurata) Shimura et Takiguchi,37.0,チャセンシダ科,Aspleniaceae,固有,
359.0,h,オニヒノキシダ,,Asplenium x kenzoi Sa.Kurata,37.0,チャセンシダ科,Aspleniaceae,固有,
360.0,h,アイトキワトラノオ,,"Asplenium x kidoi Sleep ex Viane, Y.X.Lin et Reichst.",37.0,チャセンシダ科,Aspleniaceae,,
361.0,h,イセサキトラノオ,'イセザキトラノオ',Asplenium x kitazawae Sa.Kurata et Hutoh,37.0,チャセンシダ科,Aspleniaceae,,
363.0,h,ミタケトラノオ,,Asplenium x mitsutae Viane et Reichst.,37.0,チャセンシダ科,Aspleniaceae,,
365.0,h,ハヤマシダ,,Asplenium x shikokianum Makino,37.0,チャセンシダ科,Aspleniaceae,,
367.0,h,イノウエイワトラノオ,,Asplenium x tenuivarians Z.R.Wang ex Ebihara,37.0,チャセンシダ科,Aspleniaceae,,
368.0,h,クロガネシダモドキ,,Asplenium x tosaense Sa.Kurata,37.0,チャセンシダ科,Aspleniaceae,固有,
369.0,,トキワシダ,,Asplenium yoshinagae Makino,37.0,チャセンシダ科,Aspleniaceae,,
370.0,,タイワンホウビシダ,,Hymenasplenium apogamum (N.Murak. et S.-I.Hatan.) Nakaike,37.0,チャセンシダ科,Aspleniaceae,,NT
371.0,,ヒメタニワタリ,,Hymenasplenium cardiophyllum (Hance) Nakaike,37.0,チャセンシダ科,Aspleniaceae,,CR
372.0,,ウスバクジャク,,Hymenasplenium cheilosorum (Kunze ex Mett.) Tagawa,37.0,チャセンシダ科,Aspleniaceae,,
373.0,,ラハオシダ,,Hymenasplenium excisum (C.Presl) Hatus.,37.0,チャセンシダ科,Aspleniaceae,,EN
374.0,,ホウビシダ,,Hymenasplenium hondoense (N.Murak. et S.-I.Hatan.) Nakaike,37.0,チャセンシダ科,Aspleniaceae,,
375.0,,ナンゴクホウビシダ,ミタニシダ,Hymenasplenium murakami-hatanakae Nakaike,37.0,チャセンシダ科,Aspleniaceae,,
376.0,h,ナンゴクホウビシダ×ヤクシマホウビシダ,,Hymenasplenium murakami-hatanakae Nakaike x H. obliquissimum (Hayata) Sugim.,37.0,チャセンシダ科,Aspleniaceae,固有,
377.0,,ヤクシマホウビシダ,,Hymenasplenium obliquissimum (Hayata) Sugim.,37.0,チャセンシダ科,Aspleniaceae,,
378.0,,ウスイロホウビシダ,,Hymenasplenium subnormale (Copel.) Nakaike,37.0,チャセンシダ科,Aspleniaceae,,CR
438.0,,トガクシデンダ,ケンザンデンダ,Woodsia glabella R.Br. ex Richards.,38.0,イワデンダ科,Woodsiaceae,,
439.0,,ミヤマイワデンダ,,Woodsia ilvensis (L.) R.Br.,38.0,イワデンダ科,Woodsiaceae,,NT
440.0,,イヌイワデンダ,,Woodsia intermedia Tagawa,38.0,イワデンダ科,Woodsiaceae,,NT
441.0,,コガネシダ,ジョウシュウコガネシダ,Woodsia macrochlaena Mett. ex Kuhn,38.0,イワデンダ科,Woodsiaceae,,
442.0,,フクロシダ,,Woodsia manchuriensis Hook.,38.0,イワデンダ科,Woodsiaceae,,
443.0,,イワデンダ,エゾイワデンダ,Woodsia polystichoides D.C.Eaton,38.0,イワデンダ科,Woodsiaceae,,
444.0,,キタダケデンダ,ヒメデンダ,Woodsia subcordata Turcz.,38.0,イワデンダ科,Woodsiaceae,,CR
446.0,,イヌガンソク,ハゴロモイヌガンソク,Onoclea orientalis (Hook.) Hook.,39.0,コウヤワラビ科,Onocleaceae,,
447.0,,コウヤワラビ,,Onoclea sensibilis L. var. interrupta Maxim.,39.0,コウヤワラビ科,Onocleaceae,,
448.0,,クサソテツ,ガンソク,Onoclea struthiopteris (L.) Hoffm.,39.0,コウヤワラビ科,Onocleaceae,,
449.0,,オサシダ,,Blechnum amabile Makino,40.0,シシガシラ科,Blechnaceae,固有,
450.0,,ミヤマシシガシラ,アオジクミヤマシシガシラ,Blechnum castaneum Makino,40.0,シシガシラ科,Blechnaceae,固有,
451.0,,ハクウンシダ,タイワンシシガシラ,Blechnum hancockii Hance,40.0,シシガシラ科,Blechnaceae,,DD
452.0,,シシガシラ,"スエヒロシシガシラ, フタマタチャボシシガシラ, ナミバシシガシラ, サカバシシガシラ, ヒメシシガシラ",Blechnum niponicum (Kunze) Makino,40.0,シシガシラ科,Blechnaceae,固有,
453.0,,ヒリュウシダ,,Blechnum orientale L.,40.0,シシガシラ科,Blechnaceae,,
454.0,,オオギミシダ,,Woodwardia harlandii Hook.,40.0,シシガシラ科,Blechnaceae,,VU
455.0,,オオカグマ,トサノオオカグマ,Woodwardia japonica (L.f.) J.Sm.,40.0,シシガシラ科,Blechnaceae,,
456.0,,ホソバオオカグマ,,Woodwardia kempii Copel.,40.0,シシガシラ科,Blechnaceae,,NT
457.0,,コモチシダ,,Woodwardia orientalis Sw.,40.0,シシガシラ科,Blechnaceae,,
458.0,h,アイコモチシダ,,Woodwardia orientalis Sw. x W. prolifera Hook. et Arn.,40.0,シシガシラ科,Blechnaceae,固有,
459.0,,ハチジョウカグマ,タイワンコモチシダ ,Woodwardia prolifera Hook. et Arn.,40.0,シシガシラ科,Blechnaceae,,
460.0,,ハイコモチシダ,ジョウレンシダ,Woodwardia unigemmata (Makino) Nakai,40.0,シシガシラ科,Blechnaceae,,
461.0,h,アイオオカグマ,,Woodwardia x intermedia H.Christ,40.0,シシガシラ科,Blechnaceae,固有,
462.0,h,イズコモチシダ,,Woodwardia x izuensis Sa.Kurata,40.0,シシガシラ科,Blechnaceae,固有,
463.0,,イヌワラビ,"ニシキシダ, キンギョイヌワラビ, シシニシキシダ","Anisocampium niponicum (Mett.) Y.C.Liu, W.L.Chiou et M.Kato",41.0,メシダ科,Athyriaceae,,
464.0,,ウラボシノコギリシダ,,Anisocampium sheareri (Baker) Ching,41.0,メシダ科,Athyriaceae,,
465.0,h,ホクリクイヌワラビ,,Anisocampium x saitoanum (Sugim.) M.Kato,41.0,メシダ科,Athyriaceae,固有,
466.0,,タイワンアリサンイヌワラビ,"アリサンイヌワラビ, アリサンワラビ",Athyrium arisanense (Hayata) Tagawa  var. arisanense,41.0,メシダ科,Athyriaceae,,CR
467.0,,シビイヌワラビ,,Athyrium arisanense (Hayata) Tagawa  var. kenzo-satakei (Sa.Kurata) Seriz.,41.0,メシダ科,Athyriaceae,,CR
468.0,,テバコワラビ,,Athyrium atkinsonii Bedd.,41.0,メシダ科,Athyriaceae,,VU
469.0,,エゾメシダ,コウライメシダ,Athyrium brevifrons Nakai ex Tagawa,41.0,メシダ科,Athyriaceae,,
470.0,h,エゾサトメシダ,,Athyrium brevifrons Nakai ex Tagawa x A. deltoidofrons Makino,41.0,メシダ科,Athyriaceae,固有,
471.0,h,トウホクメシダ,,Athyrium brevifrons Nakai ex Tagawa x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
472.0,h,エゾヘビノネゴザ,,Athyrium brevifrons Nakai ex Tagawa x A. yokoscense (Franch. et Sav.) H.Christ,41.0,メシダ科,Athyriaceae,固有,
576.0,,ハコネシケチシダ,ケハコネシケチシダ,Athyrium christensenianum (Koidz.) Seriz.,41.0,メシダ科,Athyriaceae,,
473.0,,カラクサイヌワラビ,オオヒロハノイヌワラビ,Athyrium clivicola Tagawa,41.0,メシダ科,Athyriaceae,,
474.0,h,カラクサイヌワラビ×サトメシダ,,Athyrium clivicola Tagawa x A. deltoidofrons Makino,41.0,メシダ科,Athyriaceae,固有,
545.0,h,カラサキモリイヌワラビ,"ニセカラタニイヌワラビ, サキモリカラクサイヌワラビ",Athyrium clivicola Tagawa x A. oblitescens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
532.0,h,アイトゲカラクサイヌワラビ,ブゼンイヌワラビ,Athyrium clivicola Tagawa x A. setuligerum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
475.0,h,クラナリイヌワラビ,,Athyrium clivicola Tagawa x A. subrigescens Hayata,41.0,メシダ科,Athyriaceae,固有,
568.0,h,トットリイヌワラビ,,Athyrium clivicola Tagawa x A. tozanense (Hayata) Hayata,41.0,メシダ科,Athyriaceae,固有,
476.0,h,ヤマカラクサイヌワラビ,ヤマカライヌワラビ,Athyrium clivicola Tagawa x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
577.0,,イッポンワラビ,オオミヤマイヌワラビ,Athyrium crenulatoserrulatum Makino,41.0,メシダ科,Athyriaceae,,
578.0,,シケチシダ,タカオシケチシダ,Athyrium decurrentialatum (Hook.) Copel.,41.0,メシダ科,Athyriaceae,,
477.0,,サトメシダ,"トガリバメシダ, オゼサトメシダ",Athyrium deltoidofrons Makino,41.0,メシダ科,Athyriaceae,,
478.0,h,ホソバサトメシダ,,Athyrium deltoidofrons Makino x A. iseanum Rosenst.,41.0,メシダ科,Athyriaceae,固有,
525.0,h,タニサトメシダ,,Athyrium deltoidofrons Makino x A. otophorum (Miq.) Koidz.,41.0,メシダ科,Athyriaceae,固有,
479.0,h,ヘビサトメシダ,,Athyrium deltoidofrons Makino x A. yokoscense (Franch. et Sav.) H.Christ  var. yokoscense,41.0,メシダ科,Athyriaceae,固有,
480.0,,オクヤマワラビ,,Athyrium distentifolium Tausch ex Opiz,41.0,メシダ科,Athyriaceae,,
481.0,,ヘイケイヌワラビ,,Athyrium eremicola Oka et Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,VU
482.0,h,ヘイケイヌワラビ×サキモリイヌワラビ,,Athyrium eremicola Oka et Sa.Kurata x A. oblitescens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
483.0,,ミヤコイヌワラビ,ダンドイヌワラビ,Athyrium imbricatum H.Christ,41.0,メシダ科,Athyriaceae,,
484.0,,トガリバイヌワラビ,,Athyrium iseanum Rosenst.  var. angustisectum Tagawa,41.0,メシダ科,Athyriaceae,,
485.0,h,トガリバイヌワラビ×ヤクイヌワラビ,,Athyrium iseanum Rosenst.  var. angustisectum Tagawa x A. masamunei Seriz.,41.0,メシダ科,Athyriaceae,固有,
486.0,h,トガリバハツキイヌワラビ,,Athyrium iseanum Rosenst.  var. angustisectum Tagawa x A. otophorum (Miq.) Koidz.,41.0,メシダ科,Athyriaceae,固有,
488.0,h,トガリバイヌワラビ×ヤマイヌワラビ,,Athyrium iseanum Rosenst.  var. angustisectum Tagawa x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
490.0,,ホソバイヌワラビ,,Athyrium iseanum Rosenst.  var. iseanum,41.0,メシダ科,Athyriaceae,,
491.0,h,ホソバトゲカラクサイヌワラビ,,Athyrium iseanum Rosenst.  var. iseanum x A. setuligerum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
492.0,h,アイトガリバイヌワラビ,ホソバトガリバイヌワラビ,Athyrium iseanum Rosenst. var. iseanum × A. iseanum Rosenst.  var. angustisectum Tagawa,41.0,メシダ科,Athyriaceae,固有,
493.0,h,ヤマガタイヌワラビ,,Athyrium iseanum Rosenst. x A. neglectum Seriz.  subsp. neglectum,41.0,メシダ科,Athyriaceae,固有,
494.0,,キリシマヘビノネゴザ,ウスバヘビノネゴザ,Athyrium kirishimaense Tagawa,41.0,メシダ科,Athyriaceae,固有,
1098.0,h,セフリヘビノネゴザ,,Athyrium kirisimaense Tagawa x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
495.0,,ツクシイヌワラビ,アリサンイヌワラビ,Athyrium kuratae Seriz.,41.0,メシダ科,Athyriaceae,,
533.0,h,アツバセフリイヌワラビ,,Athyrium kuratae Seriz. x A. oblitescens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
535.0,h,イツキイヌワラビ,,Athyrium kuratae Seriz. x A. setuligerum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
496.0,,ヤクイヌワラビ,'ゴウカンタチシノブ',Athyrium masamunei Seriz.,41.0,メシダ科,Athyriaceae,固有,CR
497.0,,ミヤマメシダ,,Athyrium melanolepis (Franch. et Sav.) H.Christ,41.0,メシダ科,Athyriaceae,,
498.0,h,ヤマメシダ,ケヤマメシダ,Athyrium melanolepis (Franch. et Sav.) H.Christ x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
499.0,,ヒメホウビシダ,,Athyrium nakanoi Makino,41.0,メシダ科,Athyriaceae,,VU
500.0,,シイバサトメシダ,,Athyrium neglectum Seriz.  subsp. australe Seriz.,41.0,メシダ科,Athyriaceae,固有,CR
501.0,h,シイバサトメシダ×ヘビノネゴザ,,Athyrium neglectum Seriz.  subsp. australe Seriz. x A. yokoscense (Franch. et Sav.) H.Christ,41.0,メシダ科,Athyriaceae,固有,
502.0,,コシノサトメシダ,,Athyrium neglectum Seriz.  subsp. neglectum,41.0,メシダ科,Athyriaceae,固有,
503.0,,イワイヌワラビ,,Athyrium nikkoense Makino,41.0,メシダ科,Athyriaceae,固有,
575.0,,ホソバシケチシダ,オオバミヤマイヌワラビ,Athyrium nudum Copel.,41.0,メシダ科,Athyriaceae,,EN
504.0,,サキモリイヌワラビ,,Athyrium oblitescens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
505.0,h,ヤマグチイヌワラビ,,Athyrium oblitescens Sa.Kurata x A. subrigescens (Hayata) Hayata ex H.Itô,41.0,メシダ科,Athyriaceae,固有,
506.0,h,サキモリヒロハイヌワラビ,,Athyrium oblitescens Sa.Kurata x A. wardii (Hook.) Makino,41.0,メシダ科,Athyriaceae,固有,
579.0,,アリサンシケチシダ,,Athyrium opacum (D.Don) Copel.,41.0,メシダ科,Athyriaceae,,
1099.0,f,ナンゴクシケチシダ,,Athyrium opacum (D.Don) Copel. f. glabrescens (Sa.Kurata) Seriz.,41.0,メシダ科,Athyriaceae,,VU
507.0,,タニイヌワラビ,"ヤマグチタニイヌワラビ, ミドリタニイヌワラビ",Athyrium otophorum (Miq.) Koidz.,41.0,メシダ科,Athyriaceae,,
508.0,h,タニホウライイヌワラビ,タニオトメイヌワラビ,Athyrium otophorum (Miq.) Koidz. x A. subrigescens (Hayata) Hayata ex H.Itô,41.0,メシダ科,Athyriaceae,固有,
509.0,h,アオグキタニイヌワラビ,,Athyrium otophorum (Miq.) Koidz. x A. viridescentipes Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
510.0,,サカバサトメシダ,,Athyrium palustre Seriz.,41.0,メシダ科,Athyriaceae,,VU
511.0,,タカネサトメシダ,,Athyrium pinetorum Tagawa,41.0,メシダ科,Athyriaceae,固有,
512.0,,サカバイヌワラビ,,Athyrium reflexipinnum Hayata,41.0,メシダ科,Athyriaceae,,EN
513.0,,ミヤマヘビノネゴザ,,Athyrium rupestre Kodama,41.0,メシダ科,Athyriaceae,,
514.0,,トゲカラクサイヌワラビ,,Athyrium setuligerum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
515.0,,タカサゴイヌワラビ,キノクニイヌワラビ,Athyrium silvicola Tagawa,41.0,メシダ科,Athyriaceae,,CR
516.0,,トゲヤマイヌワラビ,,Athyrium spinescens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,CR
517.0,,カラフトミヤマシダ,ミヤマイヌワラビ,Athyrium spinulosum (Maxim.) Milde,41.0,メシダ科,Athyriaceae,,
518.0,,コモチイヌワラビ,,Athyrium strigillosum (Lowe) T.Moore ex Salomon,41.0,メシダ科,Athyriaceae,,EN
519.0,,ホウライイヌワラビ,"オトメイヌワラビ, ケホウライイヌワラビ",Athyrium subrigescens (Hayata) Hayata ex H.Itô,41.0,メシダ科,Athyriaceae,,EN
561.0,h,サワライヌワラビ,,Athyrium subrigescens (Hayata) Hayata ex H.Itô x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
520.0,,シマイヌワラビ,ケシマイヌワラビ,Athyrium tozanense (Hayata) Hayata,41.0,メシダ科,Athyriaceae,,CR
566.0,h,タナカイヌワラビ,,Athyrium tozanense (Hayata) Hayata x A. vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,固有,
521.0,,ヤマイヌワラビ,"エゾイヌワラビ, トガクシイヌワラビ, ケヤマイヌワラビ, ミドリヤマイヌワラビ",Athyrium vidalii (Franch. et Sav.) Nakai,41.0,メシダ科,Athyriaceae,,
522.0,,アオグキイヌワラビ,,Athyrium viridescentipes Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,EN
523.0,,ヒロハイヌワラビ,"ヒロハノイヌワラビ, ミドリヒロハイヌワラビ, ルリデライヌワラビ",Athyrium wardii (Hook.) Makino,41.0,メシダ科,Athyriaceae,,
524.0,h,アキイヌワラビ,,Athyrium x akiense Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
526.0,h,イズイヌワラビ,ミドリイズイヌワラビ,Athyrium x amagipedis Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
527.0,h,アリシビイヌワラビ,シビツクシイヌワラビ,Athyrium x anceps Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
528.0,h,ナンゴクイヌワラビ,,Athyrium x austrojaponense Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
529.0,h,タニサキモリイヌワラビ,,Athyrium x awatae Seriz.,41.0,メシダ科,Athyriaceae,固有,
530.0,h,ニセコシノサトメシダ,,Athyrium x bicolor Seriz.,41.0,メシダ科,Athyriaceae,固有,
531.0,h,ニセシイバサトメシダ,,Athyrium x bicolor Seriz.  nothosubsp. shiibaense Seriz.,41.0,メシダ科,Athyriaceae,固有,
534.0,h,ヤマサカバサトメシダ,,Athyrium x calophyllum Sa.Kurata ex Seriz.,41.0,メシダ科,Athyriaceae,固有,
692.0,h,シケチイヌワラビ,,Athyrium x cornopteroides Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
536.0,h,ニセムラサキオトメイヌワラビ,,Athyrium x flavosorum Seriz.,41.0,メシダ科,Athyriaceae,,
537.0,h,オトマスイヌワラビ,,Athyrium x fuscopaleaceum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
693.0,h,ニセシケチイヌワラビ,,Athyrium x glabrescens Seriz.,41.0,メシダ科,Athyriaceae,固有,
538.0,h,ヒサツイヌワラビ,,Athyrium x hisatsuanum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
539.0,h,イクタイヌワラビ,,Athyrium x ikutae Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
540.0,h,ニセハツキイヌワラビ,,Athyrium x inabaense Seriz.,41.0,メシダ科,Athyriaceae,固有,
541.0,h,ヘビホソバイヌワラビ,,Athyrium x inouei Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
542.0,h,コスギイヌワラビ,,Athyrium x kawabatae Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
543.0,h,イヌコスギイヌワラビ,,Athyrium x kawabataeoides Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
544.0,h,ユノツルイヌワラビ,,Athyrium x kidoanum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
580.0,h,ヤクシケチシダ,,Athyrium x masachikanum (Sa.Kurata) Seriz.,41.0,メシダ科,Athyriaceae,固有,
546.0,h,フケイヌワラビ,,Athyrium x masayukianum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
547.0,h,ヤクツクシイヌワラビ,アリヤクイヌワラビ,Athyrium x megayakusimense Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
548.0,h,ヘビヤマイヌワラビ,,Athyrium x mentiens Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
549.0,h,ナンキイヌワラビ,,Athyrium x minakuchii Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
550.0,h,オオサトメシダ,オゼオオサトメシダ,Athyrium x multifidum Rosenst.,41.0,メシダ科,Athyriaceae,,
551.0,h,ホウヤクイヌワラビ,ケホウヤクイヌワラビ,Athyrium x neoelegans Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
552.0,h,オオサカバサトメシダ,,Athyrium x paludicola Sa.Kurata ex Seriz.,41.0,メシダ科,Athyriaceae,固有,
694.0,h,イヌシケチイヌワラビ,,Athyrium x petiolulatum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
553.0,h,ハツキイヌワラビ,,Athyrium x pseudoiseanum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
554.0,h,ヤマタカネサトメシダ,ケヤマタカネサトメシダ,Athyrium x pseudopinetorum Seriz.,41.0,メシダ科,Athyriaceae,固有,
555.0,h,ヤマホソバイヌワラビ,,Athyrium x pseudospinescens Seriz.,41.0,メシダ科,Athyriaceae,固有,
556.0,h,ヤマヒロハイヌワラビ,,Athyrium x pseudowardii Seriz.,41.0,メシダ科,Athyriaceae,固有,
557.0,h,ムラサキオトメイヌワラビ,ケムラサキオトメイヌワラビ,Athyrium x purpurascens (Tagawa) Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
558.0,h,カラタニイヌワラビ,,Athyrium x purpureipes Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
559.0,h,コビトイヌワラビ,,Athyrium x pygmaei-silvae Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
560.0,h,ヤマタニイヌワラビ,ケヤマタニイヌワラビ,Athyrium x quaesitum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
562.0,h,オオアオグキイヌワラビ,,Athyrium x satsumense Seriz.,41.0,メシダ科,Athyriaceae,固有,
563.0,h,セフリイヌワラビ,,Athyrium x sefuricola Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
564.0,h,ヤマサカバイヌワラビ,,Athyrium x shikokumontanum Seriz.,41.0,メシダ科,Athyriaceae,固有,
565.0,h,オオバシマイヌワラビ,,Athyrium x subcrassipes Seriz.,41.0,メシダ科,Athyriaceae,固有,
567.0,h,オオカラクサイヌワラビ,ミドリオオカラクサイヌワラビ,Athyrium x tokashikii Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
569.0,h,ツルダイヌワラビ,'ツルタイヌワラビ',Athyrium x tsurutanum Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
581.0,h,キレハシケチシダ,,Athyrium x undulatipinnulum Seriz.,41.0,メシダ科,Athyriaceae,固有,
570.0,h,カンムリヤマサトメシダ,,Athyrium x watanabei Seriz.,41.0,メシダ科,Athyriaceae,固有,
571.0,h,ヤクシビイヌワラビ,マスラオイヌワラビ,Athyrium x yakuinsulare Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
572.0,h,イヌシマイヌワラビ,,Athyrium x yakumonticola Sa.Kurata,41.0,メシダ科,Athyriaceae,固有,
573.0,,ヤクシマタニイヌワラビ,,Athyrium yakusimense Tagawa,41.0,メシダ科,Athyriaceae,固有,CR
574.0,,ヘビノネゴザ,"コイヌワラビ, カナヤマシダ, トラノオイヌワラビ, ヒロハヘビノネゴザ, タカネヘビノネゴザ",Athyrium yokoscense (Franch. et Sav.) H.Christ,41.0,メシダ科,Athyriaceae,,
582.0,,オオシケシダ,,Deparia bonincola (Nakai) M.Kato,41.0,メシダ科,Athyriaceae,固有,NT
583.0,,ホソバシケシダ,"ヤリノホシケシダ, ヤブシダ",Deparia conilii (Franch. et Sav.) M.Kato,41.0,メシダ科,Athyriaceae,,
584.0,h,コセイタカシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. dimorphophylla (Koidz.) M.Kato,41.0,メシダ科,Athyriaceae,固有,
585.0,h,オオホソバシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. japonica (Thunb.) M.Kato,41.0,メシダ科,Athyriaceae,固有,
586.0,h,ホソバムクゲシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. kiusiana (Koidz.) M.Kato,41.0,メシダ科,Athyriaceae,固有,
587.0,h,ホソバナチシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. petersenii (Kunze) M.Kato,41.0,メシダ科,Athyriaceae,固有,
588.0,h,ホソバフモトシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. pseudoconilii (Seriz.) Seriz.,41.0,メシダ科,Athyriaceae,固有,
1100.0,h,ホソバシケシダ×ミヤマシケシダ,,Deparia conilii (Franch. et Sav.) M.Kato x D. pycnosora (H.Christ) M.Kato  var. pycnosora,41.0,メシダ科,Athyriaceae,固有,
590.0,,コウライイヌワラビ,タニメシダ,Deparia coreana (H.Christ) M.Kato,41.0,メシダ科,Athyriaceae,,VU
